[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 28
y = 4

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 28
y = 5

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 28
y = 7

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 28
y = 8

[[data]]
texData = "vit_rock"
env = "NIL"

[data.pos]
x = 28
y = 9

[[data]]
texData = "vit_rock"
env = "NIL"

[data.pos]
x = 28
y = 10

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 28
y = 15

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 29
y = 5

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 29
y = 6

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 29
y = 15

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 29
y = 16

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 0
y = 3

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 0
y = 8

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 0
y = 12

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 0
y = 13

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 0
y = 14

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 1
y = 2

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 1
y = 3

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 1
y = 4

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 1
y = 6

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 1
y = 7

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 1
y = 8

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 1
y = 13

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 1
y = 14

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 2
y = 2

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 2
y = 3

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 2
y = 4

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 2
y = 5

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 2
y = 6

[[data]]
texData = "vit_rock"
env = "NIL"

[data.pos]
x = 2
y = 7

[[data]]
texData = "vit_rock"
env = "NIL"

[data.pos]
x = 2
y = 8

[[data]]
texData = "vit_rock"
env = "NIL"

[data.pos]
x = 2
y = 9

[[data]]
texData = "vit_rock"
env = "NIL"

[data.pos]
x = 2
y = 10

[[data]]
texData = "vit_rock"
env = "NIL"

[data.pos]
x = 2
y = 11

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 2
y = 14

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 2
y = 16

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
x = 2
y = 17

[[data]]
texData = "vit_rock"
env = "NIL"

[data.pos]
x = 3
y = 1

[[data]]
texData = "vit_rock"
env = "NIL"

[data.pos]
x = 3
y = 2

[[data]]
texData = "dex_rock"
env = "NIL"

[data.pos]
