[[data]]
texData = "empty"
env = "stone_wall"

[data.pos]
x = 0
y = 48

[[data]]
texData = "empty"
env = "stone_wall"

[data.pos]
x = 0
y = 49

[[data]]
texData = "empty"
env = "stone_wall"

[data.pos]
x = 0
y = 50

[[data]]
texData = "empty"
env = "stone_wall"

[data.pos]
x = 0
y = 51

[[data]]
texData = "empty"
env = "stone_wall"

[data.pos]
x = 0
y = 52

[[data]]
texData = "empty"
env = "stone_wall"

[data.pos]
x = 0
y = 53

[[data]]
texData = "empty"
env = "stone_wall"

[data.pos]
x = 0
y = 54

[[data]]
texData = "empty"
env = "stone_wall"

[data.pos]
x = 0
y = 55

[[data]]
texData = "empty"
env = "stone_wall"

[data.pos]
x = 0
y = 56

[[data]]
texData = "empty"
env = "stone_wall"

[data.pos]
x = 0
y = 57

[[data]]
texData = "empty"
env = "stone_wall"

[data.pos]
x = 0
y = 58

[[data]]
texData = "empty"
env = "stone_wall"

[data.pos]
x = 0
y = 59

[[data]]
texData = "empty"
env = "stone_wall"

[data.pos]
x = 0
y = 60

[[data]]
texData = "empty"
env = "stone_wall"

[data.pos]
x = 0
y = 61

[[data]]
texData = "empty"
env = "stone_wall"

[data.pos]
x = 0
y = 62

[[data]]
texData = "empty"
env = "stone_wall"

[data.pos]
x = 0
y = 63

[[data]]
texData = "empty"
env = "stone_wall"

[data.pos]
x = 1
y = 47

[[data]]
texData = "gore_1"
env = "NIL"

[data.pos]
x = 1
y = 48

[[data]]
texData = "gore_1"
env = "NIL"

[data.pos]
x = 1
y = 49

[[data]]
texData = "gore_1"
env = "NIL"

[data.pos]
x = 1
y = 50

[[data]]
texData = "gore_1"
env = "NIL"

[data.pos]
x = 1
y = 51

[[data]]
texData = "gore_1"
env = "NIL"

[data.pos]
x = 1
y = 52

[[data]]
texData = "gore_1"
env = "NIL"

[data.pos]
x = 1
y = 53

[[data]]
texData = "gore_1"
env = "NIL"

[data.pos]
x = 1
y = 54

[[data]]
texData = "gore_1"
env = "NIL"

[data.pos]
x = 1
y = 55

[[data]]
texData = "gore_1"
env = "NIL"

[data.pos]
x = 1
y = 56

[[data]]
texData = "gore_1"
env = "NIL"

[data.pos]
x = 1
y = 57

[[data]]
texData = "gore_1"
env = "NIL"

[data.pos]
x = 1
y = 58

[[data]]
texData = "gore_1"
env = "NIL"

[data.pos]
x = 1
y = 59

[[data]]
texData = "gore_1"
env = "NIL"

[data.pos]
x = 1
y = 60

[[data]]
texData = "gore_1"
env = "NIL"

[data.pos]
x = 1
y = 61

[[data]]
texData = "gore_1"
env = "NIL"

[data.pos]
x = 1
y = 62

[[data]]
texData = "empty"
env = "stone_wall"

