[[data]]
texData = "cave_floor_2"
env = "NIL"

[data.pos]
x = 2
y = 1

[[data]]
texData = "cave_floor_2"
env = "NIL"

[data.pos]
x = 6
y = 5

[[data]]
texData = "cave_floor_1"
env = "bone_torch_2"

[data.pos]
x = 2
y = 2

[[data]]
texData = "cave_floor_1"
env = "NIL"

[data.pos]
x = 6
y = 6

[[data]]
texData = "cave_floor_1"
env = "NIL"

[data.pos]
x = 2
y = 3

[[data]]
texData = "cave_floor_2"
env = "NIL"

[data.pos]
x = 6
y = 7

[[data]]
texData = "cave_floor_2"
env = "NIL"

[data.pos]
x = 2
y = 4

[[data]]
texData = "cave_floor_2"
env = "NIL"

[data.pos]
x = 6
y = 8

[[data]]
texData = "cave_floor_2"
env = "crystal_1"

[data.pos]
x = 2
y = 5

[[data]]
texData = "cobble_floor_1"
env = "metal_fence_1"

[data.pos]
x = 6
y = 9

[[data]]
texData = "cave_floor_1"
env = "NIL"

[data.pos]
x = 2
y = 6

[[data]]
texData = "cave_floor_1"
env = "NIL"

[data.pos]
x = 2
y = 7

[[data]]
texData = "cave_floor_2"
env = "NIL"

[data.pos]
x = 2
y = 8

[[data]]
texData = "cobble_floor_1"
env = "metal_fence_1"

[data.pos]
x = 2
y = 9

[[data]]
texData = "cobble_floor_1"
env = "metal_fence_1"

[data.pos]
x = 7
y = 1

[[data]]
texData = "cobble_floor_1"
env = "metal_fence_1"

[data.pos]
x = 7
y = 2

[[data]]
texData = "cobble_floor_1"
env = "metal_fence_1"

[data.pos]
x = 7
y = 3

[[data]]
texData = "cobble_floor_1"
env = "metal_fence_1"

[data.pos]
x = 3
y = 0

[[data]]
texData = "cobble_floor_1"
env = "bone_torch_1"

[data.pos]
x = 7
y = 4

[[data]]
texData = "cave_floor_1"
env = "NIL"

[data.pos]
x = 3
y = 1

[[data]]
texData = "cobble_floor_1"
env = "NIL"

[data.pos]
x = 7
y = 5

[[data]]
texData = "cave_floor_2"
env = "NIL"

[data.pos]
x = 3
y = 2

[[data]]
texData = "cobble_floor_1"
env = "metal_fence_1"

[data.pos]
x = 7
y = 6

[[data]]
texData = "cave_floor_1"
env = "NIL"

[data.pos]
x = 3
y = 3

[[data]]
texData = "cobble_floor_1"
env = "metal_fence_1"

[data.pos]
x = 7
y = 7

[[data]]
texData = "cave_floor_1"
env = "NIL"

[data.pos]
x = 3
y = 4

[[data]]
texData = "cobble_floor_1"
env = "metal_fence_1"

[data.pos]
x = 7
y = 8

[[data]]
texData = "cave_floor_1"
env = "NIL"

[data.pos]
x = 3
y = 5

[[data]]
texData = "cave_floor_2"
env = "NIL"

[data.pos]
x = 3
y = 6

[[data]]
texData = "cave_floor_1"
env = "NIL"

[data.pos]
x = 3
y = 7

[[data]]
texData = "cave_floor_1"
env = "NIL"

[data.pos]
x = 3
y = 8

[[data]]
texData = "cobble_floor_1"
env = "metal_fence_1"

[data.pos]
x = 3
y = 9

[[data]]
texData = "cobble_floor_1"
env = "metal_fence_1"

[data.pos]
x = 4
y = 0

[[data]]
texData = "cave_floor_1"
env = "NIL"

[data.pos]
x = 4
y = 1

[[data]]
texData = "cave_floor_1"
env = "NIL"

[data.pos]
x = 4
y = 2

[[data]]
texData = "cave_floor_1"
env = "NIL"

[data.pos]
x = 4
